非洲	アフリカ
分類:1417年過世	Category:1417年没
分類:1490年過世	Category:1490年没
分類:1080年過世	Category:1080年没
分類:1764年過世	Category:1764年没
分類:1434年過世	Category:1434年没
分類:19世紀	Category:19世紀
分類:作家	Category:作家
分類:軍事	Category:軍事
分類:1931年	Category:1931年
分類:1958年	Category:1958年
分類:1956年	Category:1956年
分類:1944年	Category:1944年
分類:1916年	Category:1916年
分類:1939年	Category:1939年
模板:元素週期表	Template:元素周期表
分類:1909年	Category:1909年
分類:1704年出世	Category:1704年生
分類:1035年	Category:1035年
分類:1105年過世	Category:1105年没
分類:2003年出世	Category:2003年生
分類:1221年過世	Category:1221年没
分類:66年	Category:66年
分類:85年	Category:85年
分類:2000年代出世	Category:2000年代生
模板:Image label end	Template:Image label end
分類:1022年	Category:1022年
分類:61年	Category:61年
分類:60年	Category:60年
分類:156年	Category:156年
分類:1415年出世	Category:1415年生
分類:1101年出世	Category:1101年生
分類:50年	Category:50年
分類:816年過世	Category:816年没
分類:81年過世	Category:81年没
分類:750年出世	Category:750年生
分類:230年過世	Category:230年没
分類:64年	Category:64年
模板:DNK	Template:DNK
模板:中華人民共和國嗰行政區劃	Template:中華人民共和国の行政区画
模板:DEU	Template:DEU
模板:美國嗰國家公園	Template:アメリカ合衆国の国立公園
分類:1454年出世	Category:1454年生
分類:1018年過世	Category:1018年没
模板:年代/解	Template:年代ナビ
分類:越南機場	Category:ベトナムの空港
分類:企業	Category:企業
模板:Image label small	Template:Image label small
模板:Th icon	Template:Th icon
模板:S-title	Template:S-ttl
模板:JPN	Template:JPN
模板:Mergefrom	Template:Mergefrom
模板:Wikinews	Template:Wikinews
模板:Infobox public transit	Template:Infobox 公共交通
模板:VAT	Template:VAT
模板:S-before	Template:S-bef
分類:電腦	Category:パーソナルコンピュータ
模板:HKG	Template:HKG
模板:THA	Template:THA
模板:SGP	Template:SGP
模板:MAC	Template:MAC
模板:User en-5	Template:User en-5
模板:禮拜	Template:曜日
模板:Interwiki-all	Template:Interwiki-all
分類:1903年出世	Category:1903年生
分類:1925年出世	Category:1925年生
分類:1936年出世	Category:1936年生
分類:1916年出世	Category:1916年生
分類:1910年出世	Category:1910年生
分類:1939年出世	Category:1939年生
模板:Polytonic	Template:Polytonic
分類:1320年出世	Category:1320年生
模板:Br separated entries	Template:Br separated entries
模板:扤清楚	Template:Aimai
分類:1962年	Category:1962年
分類:地鐵	Category:地下鉄
模板:Tick	Template:レ
模板:RailGauge	Template:RailGauge
分類:670年代過世	Category:670年代没
分類:685年	Category:685年
分類:630年代過世	Category:630年代没
分類:642年過世	Category:642年没
分類:626年過世	Category:626年没
分類:680年代過世	Category:680年代没
分類:640年代過世	Category:640年代没
分類:660年代過世	Category:660年代没
分類:610年代過世	Category:610年代没
分類:1938年出世	Category:1938年生
分類:674年	Category:674年
分類:619年過世	Category:619年没
分類:678年過世	Category:678年没
分類:674年過世	Category:674年没
分類:634年過世	Category:634年没
分類:656年過世	Category:656年没
分類:644年過世	Category:644年没
模板:GRC	Template:GRC
模板:AUS	Template:AUS
模板:多層夾板	Template:Metacaixa
分類:1663年	Category:1663年
分類:1663年過世	Category:1663年没
模板:Resize	Template:Resize
模板:越南嗰行政區劃	Template:VNM
模板:NZL	Template:NZL
分類:建築	Category:建築
模板:KOR	Template:KOR
模板:De	Template:De icon
模板:FRA	Template:FRA
分類:372年過世	Category:372年没
分類:587年過世	Category:587年没
分類:640年過世	Category:640年没
分類:698年過世	Category:698年没
分類:702年過世	Category:702年没
分類:908年過世	Category:908年没
分類:1627年過世	Category:1627年没
分類:1953年	Category:1953年
分類:鐵路	Category:鉄道
模板:七大洲	Template:大州横
分類:459年出世	Category:459年生
分類:468年出世	Category:468年生
分類:490年出世	Category:490年生
分類:523年出世	Category:523年生
分類:541年出世	Category:541年生
分類:549年出世	Category:549年生
分類:559年出世	Category:559年生
分類:569年出世	Category:569年生
分類:579年出世	Category:579年生
分類:599年出世	Category:599年生
分類:600年出世	Category:600年生
分類:609年出世	Category:609年生
分類:619年出世	Category:619年生
分類:635年出世	Category:635年生
分類:648年出世	Category:648年生
分類:649年出世	Category:649年生
分類:678年出世	Category:678年生
分類:550年代出世	Category:550年代生
模板:Infobox rail line	Template:Infobox rail line
模板:Coord	Template:Coord
模板:觀點	Template:観点
分類:1608年出世	Category:1608年生
分類:588年出世	Category:588年生
分類:1058年出世	Category:1058年生
分類:1717年出世	Category:1717年生
分類:1705年出世	Category:1705年生
分類:1622年過世	Category:1622年没
模板:歐洲	Template:ヨーロッパ
分類:2007年出世	Category:2007年生
分類:商業	Category:ビジネス
分類:119年過世	Category:119年没
分類:2010年出世	Category:2010年生
分類:435年過世	Category:435年没
分類:文字	Category:文字
分類:803年出世	Category:803年生
分類:380年出世	Category:380年生
分類:1246年過世	Category:1246年没
分類:1265年過世	Category:1265年没
分類:1210年過世	Category:1210年没
分類:1220年	Category:1220年
分類:40年過世	Category:40年没
分類:2070年代	Category:2070年代
分類:1220年代過世	Category:1220年代没
分類:1170年代過世	Category:1170年代没
分類:1260年代過世	Category:1260年代没
分類:1377年過世	Category:1377年没
分類:1179年	Category:1179年
分類:1377年	Category:1377年
分類:道教	Category:道教
分類:115年出世	Category:115年生
分類:181年出世	Category:181年生
分類:176年出世	Category:176年生
分類:234年過世	Category:234年没
分類:244年過世	Category:244年没
分類:225年出世	Category:225年生
分類:1132年	Category:1132年
分類:79年出世	Category:79年生
分類:25年過世	Category:25年没
分類:島	Category:島
分類:廣平省	Category:クアンビン省
分類:1370年代過世	Category:1370年代没
分類:User de	Category:User de
分類:910年代出世	Category:910年代生
分類:146年過世	Category:146年没
分類:113年出世	Category:113年生
分類:125年出世	Category:125年生
分類:1335年過世	Category:1335年没
分類:182年過世	Category:182年没
分類:1680年代	Category:1680年代
分類:1452年	Category:1452年
分類:1499年	Category:1499年
分類:1433年	Category:1433年
分類:1037年出世	Category:1037年生
分類:1015年	Category:1015年
分類:1011年	Category:1011年
分類:1013年	Category:1013年
分類:1012年	Category:1012年
分類:1600年過世	Category:1600年没
分類:1460年代過世	Category:1460年代没
分類:1465年	Category:1465年
分類:1400年過世	Category:1400年没
分類:1472年	Category:1472年
分類:1372年過世	Category:1372年没
分類:308年過世	Category:308年没
分類:308年	Category:308年
分類:820年	Category:820年
分類:1548年出世	Category:1548年生
分類:1472年過世	Category:1472年没
分類:1465年過世	Category:1465年没
分類:947年	Category:947年
分類:1600年代過世	Category:1600年代没
分類:1904年過世	Category:1904年没
分類:332年出世	Category:332年生
分類:朝鮮話	Category:朝鮮語
模板:Multiple image	Template:Multiple image
分類:1793年出世	Category:1793年生
分類:1852年過世	Category:1852年没
分類:1880年過世	Category:1880年没
分類:1812年	Category:1812年
分類:1793年	Category:1793年
分類:幾何學	Category:幾何学
分類:1942年過世	Category:1942年没
分類:224年過世	Category:224年没
分類:252年過世	Category:252年没
分類:1505年	Category:1505年
分類:251年過世	Category:251年没
分類:909年出世	Category:909年生
分類:720年過世	Category:720年没
分類:720年代過世	Category:720年代没
分類:1510年代	Category:1510年代
分類:1585年過世	Category:1585年没
分類:1556年	Category:1556年
分類:1585年	Category:1585年
分類:1596年	Category:1596年
分類:1553年過世	Category:1553年没
分類:1556年過世	Category:1556年没
分類:1521年過世	Category:1521年没
分類:1564年過世	Category:1564年没
分類:1536年過世	Category:1536年没
分類:1521年	Category:1521年
分類:1520年代過世	Category:1520年代没
分類:1550年代過世	Category:1550年代没
分類:1580年代過世	Category:1580年代没
分類:1560年代過世	Category:1560年代没
分類:1570年代過世	Category:1570年代没
分類:724年出世	Category:724年生
分類:1564年	Category:1564年
分類:672年過世	Category:672年没
分類:756年出世	Category:756年生
分類:1111年過世	Category:1111年没
分類:1500年代過世	Category:1500年代没
分類:1180年代過世	Category:1180年代没
分類:1530年代過世	Category:1530年代没
分類:1553年	Category:1553年
分類:1576年	Category:1576年
分類:1592年	Category:1592年
分類:1536年	Category:1536年
分類:1560年	Category:1560年
分類:830年代出世	Category:830年代生
分類:1596年過世	Category:1596年没
模板:不係	Template:混同
分類:1141年出世	Category:1141年生
分類:66年過世	Category:66年没
分類:前9年	Category:紀元前9年
分類:1334年過世	Category:1334年没
分類:舞者	Category:ダンサー
分類:903年過世	Category:903年没
分類:557年出世	Category:557年生
分類:天氣	Category:気象
分類:1299年出世	Category:1299年生
分類:1922年過世	Category:1922年没
模板:BRA	Template:BRA
分類:1777年過世	Category:1777年没
分類:1793年過世	Category:1793年没
分類:1794年過世	Category:1794年没
分類:1703年過世	Category:1703年没
分類:1822年過世	Category:1822年没
分類:1549年過世	Category:1549年没
分類:1549年	Category:1549年
分類:1542年過世	Category:1542年没
分類:1540年代過世	Category:1540年代没
分類:1718年	Category:1718年
分類:1931年過世	Category:1931年没
分類:1827年過世	Category:1827年没
分類:1798年過世	Category:1798年没
分類:1829年過世	Category:1829年没
分類:1826年過世	Category:1826年没
模板:Expand list	Template:未完成の一覧
分類:1799年過世	Category:1799年没
分類:1778年過世	Category:1778年没
分類:1720年代過世	Category:1720年代没
分類:1820年代過世	Category:1820年代没
分類:1700年代過世	Category:1700年代没
分類:1770年代過世	Category:1770年代没
分類:1790年代過世	Category:1790年代没
分類:1710年代過世	Category:1710年代没
分類:1547年過世	Category:1547年没
分類:1970年代	Category:1970年代
分類:1890年代	Category:1890年代
分類:1234年過世	Category:1234年没
分類:1336年出世	Category:1336年生
分類:890年出世	Category:890年生
分類:969年過世	Category:969年没
分類:890年	Category:890年
分類:960年代過世	Category:960年代没
分類:1900年代出世	Category:1900年代生
分類:1687年	Category:1687年
分類:1614年	Category:1614年
分類:1612年	Category:1612年
分類:1653年	Category:1653年
分類:1672年	Category:1672年
分類:1673年	Category:1673年
分類:1612年過世	Category:1612年没
分類:1680年過世	Category:1680年没
分類:1691年過世	Category:1691年没
分類:1691年	Category:1691年
分類:1655年過世	Category:1655年没
分類:1659年過世	Category:1659年没
分類:1616年過世	Category:1616年没
分類:1614年過世	Category:1614年没
分類:1661年過世	Category:1661年没
分類:1686年過世	Category:1686年没
分類:1661年	Category:1661年
分類:1653年過世	Category:1653年没
分類:1650年代過世	Category:1650年代没
分類:880年過世	Category:880年没
分類:1655年	Category:1655年
分類:1680年	Category:1680年
分類:1684年	Category:1684年
分類:1610年代過世	Category:1610年代没
分類:詩人	Category:詩人
模板:User language-2	Template:User language-2
分類:1994年過世	Category:1994年没
分類:1906年出世	Category:1906年生
分類:991年過世	Category:991年没
分類:海洋	Category:海
分類:同性戀	Category:同性愛
文學史	文学史
分類:680年過世	Category:680年没
分類:669年過世	Category:669年没
分類:芭蕾舞者	Category:バレエダンサー
分類:913年過世	Category:913年没
分類:2009年過世	Category:2009年没
分類:1161年出世	Category:1161年生
分類:1148年出世	Category:1148年生
分類:1216年過世	Category:1216年没
分類:太陽系	Category:太陽系
分類:1394年	Category:1394年
分類:1388年	Category:1388年
分類:1453年	Category:1453年
分類:廣東	Category:広東省
分類:四川	Category:四川省
分類:貴州	Category:貴州省
分類:陝西	Category:陝西省
分類:安徽	Category:安徽省
分類:江西	Category:江西省
分類:福建	Category:福建省
分類:海南	Category:海南省
分類:湖北	Category:湖北省
分類:980年出世	Category:980年生
分類:2年	Category:2年
分類:1037年過世	Category:1037年没
分類:3年	Category:3年
分類:1年	Category:1年
分類:5年	Category:5年
分類:7年	Category:7年
分類:9年	Category:9年
分類:11年	Category:11年
分類:12年	Category:12年
分類:988年過世	Category:988年没
分類:365年過世	Category:365年没
分類:12年過世	Category:12年没
分類:13年	Category:13年
分類:13年過世	Category:13年没
分類:14年出世	Category:14年生
分類:15年	Category:15年
分類:15年過世	Category:15年没
分類:16年	Category:16年
分類:16年過世	Category:16年没
分類:17年	Category:17年
分類:17年過世	Category:17年没
分類:19年	Category:19年
分類:19年過世	Category:19年没
分類:20年出世	Category:20年生
分類:21年	Category:21年
分類:21年過世	Category:21年没
分類:22年出世	Category:22年生
分類:23年	Category:23年
分類:23年過世	Category:23年没
分類:24年過世	Category:24年没
分類:25年出世	Category:25年生
分類:26年	Category:26年
分類:26年過世	Category:26年没
分類:27年出世	Category:27年生
分類:28年	Category:28年
分類:28年過世	Category:28年没
分類:30年出世	Category:30年生
分類:31年	Category:31年
分類:31年過世	Category:31年没
分類:32年出世	Category:32年生
分類:33年	Category:33年
分類:33年過世	Category:33年没
分類:35年	Category:35年
分類:35年過世	Category:35年没
分類:37年	Category:37年
分類:37年出世	Category:37年生
分類:38年	Category:38年
分類:39年	Category:39年
分類:39年過世	Category:39年没
分類:40年出世	Category:40年生
分類:41年	Category:41年
分類:41年過世	Category:41年没
分類:42年出世	Category:42年生
分類:43年	Category:43年
分類:44年	Category:44年
分類:44年過世	Category:44年没
分類:45年過世	Category:45年没
分類:47年	Category:47年
分類:47年出世	Category:47年生
分類:48年	Category:48年
分類:48年過世	Category:48年没
分類:50年出世	Category:50年生
分類:1456年	Category:1456年
分類:1136年	Category:1136年
分類:51年	Category:51年
分類:51年出世	Category:51年生
分類:51年過世	Category:51年没
分類:53年出世	Category:53年生
分類:54年	Category:54年
分類:54年出世	Category:54年生
分類:55年	Category:55年
分類:55年過世	Category:55年没
分類:56年過世	Category:56年没
分類:57年出世	Category:57年生
分類:58年	Category:58年
分類:58年過世	Category:58年没
分類:60年出世	Category:60年生
分類:61年出世	Category:61年生
分類:61年過世	Category:61年没
分類:62年過世	Category:62年没
分類:63年	Category:63年
分類:63年過世	Category:63年没
分類:64年出世	Category:64年生
分類:65年	Category:65年
